path,backend,config,config_family,run_group,seed,device,model_params,batch_size,seq_len,operand_digits,result_digits,answer_order,loss_type,train_steps,first_step_time_sec,steady_state_step_time_ms,tokens_per_sec,eval_generated_exact_match_accuracy,eval_teacher_forced_exact_match_accuracy,test_generated_exact_match_accuracy,test_teacher_forced_exact_match_accuracy,carry_heavy_exact_match_accuracy,carry_heavy_generated_exact_match_accuracy,time_to_50,time_to_90,time_to_99
results/train_jax_colab_reversed_answer_6digit_seed0.json,jax,colab_reversed_answer_6digit_seed0,colab_reversed_answer_6digit,seeded,0,gpu,4752399,256,22,6,7,reversed,answer_only,1000,20.37503775299956,8.139546395415426,691930.4499784174,1.0,1.0,1.0,1.0,1.0,1.0,500,500,500
results/train_jax_colab_reversed_answer_6digit_seed1.json,jax,colab_reversed_answer_6digit_seed1,colab_reversed_answer_6digit,seeded,1,gpu,4752399,256,22,6,7,reversed,answer_only,1000,19.94896681099999,8.073642779667832,697578.547094415,1.0,1.0,1.0,1.0,1.0,1.0,400,500,500
results/train_jax_colab_reversed_answer_6digit_seed2.json,jax,colab_reversed_answer_6digit_seed2,colab_reversed_answer_6digit,seeded,2,gpu,4752399,256,22,6,7,reversed,answer_only,1000,19.581502883998837,8.115529842070389,693978.1024282692,1.0,1.0,1.0,1.0,1.0,1.0,400,400,400
results/train_jax_colab_sweep_5digit_seed0.json,jax,colab_sweep_5digit_seed0,colab_sweep_5digit,seeded,0,gpu,4751631,256,19,5,6,normal,full_sequence,1000,19.88384914299968,7.445550555333008,653276.0692244676,0.1005,0.1005000005364418,0.1025,0.10250000011920929,0.09900000047683716,0.099,,,
results/train_jax_colab_sweep_5digit_seed1.json,jax,colab_sweep_5digit_seed1,colab_sweep_5digit,seeded,1,gpu,4751631,256,19,5,6,normal,full_sequence,1000,20.194392735000292,7.450217820892441,652866.8177137076,0.0035,0.0035000000186264516,0.0085,0.008500000037252903,0.005500000037252903,0.0055,,,
results/train_jax_colab_sweep_5digit_seed2.json,jax,colab_sweep_5digit_seed2,colab_sweep_5digit,seeded,2,gpu,4751631,256,19,5,6,normal,full_sequence,1000,19.81075395500011,7.454117814864306,652525.2378357457,0.9265,0.9265000061988831,0.9195,0.9195000047683716,0.9660000052452088,0.966,600,1000,
results/train_jax_colab_sweep_6digit_seed0.json,jax,colab_sweep_6digit_seed0,colab_sweep_6digit,seeded,0,gpu,4752399,256,22,6,7,normal,full_sequence,1000,19.60466334800003,8.163635340021447,689888.7279285559,0.0,0.0,0.0,0.0,0.0015,0.0015,,,
results/train_jax_colab_sweep_6digit_seed1.json,jax,colab_sweep_6digit_seed1,colab_sweep_6digit,seeded,1,gpu,4752399,256,22,6,7,normal,full_sequence,1000,19.795278087000042,8.20855123034906,686113.766236494,0.001,0.001,0.0005,0.0005,0.0005,0.0005,,,
results/train_jax_colab_sweep_6digit_seed2.json,jax,colab_sweep_6digit_seed2,colab_sweep_6digit,seeded,2,gpu,4752399,256,22,6,7,normal,full_sequence,1000,19.563991344000897,8.196296559365086,687139.6074077967,0.0885,0.08850000011920929,0.0815,0.08150000008940697,0.07000000005960465,0.0695,,,
results/train_torch_colab_answer_only_5digit_seed0.json,torch,colab_answer_only_5digit_seed0,colab_answer_only_5digit,seeded,0,cuda,4751631,256,19,5,6,normal,answer_only,1000,0.39584205099890823,17.697009332982677,274848.69948815333,0.3755,0.3755,0.368,0.368,0.3375,0.3375,,,
results/train_torch_colab_answer_only_5digit_seed1.json,torch,colab_answer_only_5digit_seed1,colab_answer_only_5digit,seeded,1,cuda,4751631,256,19,5,6,normal,answer_only,1000,0.38235671300026297,17.4686837856988,278441.12697157194,0.9365,0.9365,0.9385,0.9385,0.9895,0.9895,800,900,
results/train_torch_colab_answer_only_5digit_seed2.json,torch,colab_answer_only_5digit_seed2,colab_answer_only_5digit,seeded,2,cuda,4751631,256,19,5,6,normal,answer_only,1000,0.38269969999964815,17.451856808842077,278709.5982552199,0.9135,0.9135,0.9235,0.9235,0.9465,0.9465,900,1000,
results/train_torch_colab_answer_only_6digit_long_seed0.json,torch,colab_answer_only_6digit_long_seed0,colab_answer_only_6digit_long,seeded,0,cuda,4752399,256,22,6,7,normal,answer_only,3000,0.38742944600016926,18.8969574896439,298037.3958657898,0.994,0.994,0.993,0.993,0.9995,0.9995,1400,1500,2200
results/train_torch_colab_answer_only_6digit_seed0.json,torch,colab_answer_only_6digit_seed0,colab_answer_only_6digit,seeded,0,cuda,4752399,256,22,6,7,normal,answer_only,1000,0.3858369230001699,18.93967081788934,297365.252762489,0.001,0.001,0.001,0.001,0.001,0.001,,,
results/train_torch_colab_answer_only_6digit_seed1.json,torch,colab_answer_only_6digit_seed1,colab_answer_only_6digit,seeded,1,cuda,4752399,256,22,6,7,normal,answer_only,1000,0.39052423700013605,18.99474003316233,296503.1366666385,0.9285,0.9285,0.9285,0.9285,0.9915,0.9915,900,1000,
results/train_torch_colab_answer_only_6digit_seed2.json,torch,colab_answer_only_6digit_seed2,colab_answer_only_6digit,seeded,2,cuda,4752399,256,22,6,7,normal,answer_only,1000,0.38812680299997737,18.999060978899024,296435.70312527986,0.6675,0.6675,0.645,0.645,0.8735,0.8735,1000,,
results/train_torch_colab_reversed_answer_5digit_seed0.json,torch,colab_reversed_answer_5digit_seed0,colab_reversed_answer_5digit,seeded,0,cuda,4751631,256,19,5,6,reversed,answer_only,1000,0.3856151639993186,17.6349013129032,275816.6838416659,1.0,1.0,1.0,1.0,1.0,1.0,500,500,600
results/train_torch_colab_reversed_answer_5digit_seed1.json,torch,colab_reversed_answer_5digit_seed1,colab_reversed_answer_5digit,seeded,1,cuda,4751631,256,19,5,6,reversed,answer_only,1000,0.3846828869991441,17.59398075552545,276458.1857617665,1.0,1.0,1.0,1.0,1.0,1.0,500,500,500
results/train_torch_colab_reversed_answer_5digit_seed2.json,torch,colab_reversed_answer_5digit_seed2,colab_reversed_answer_5digit,seeded,2,cuda,4751631,256,19,5,6,reversed,answer_only,1000,0.3842734179997933,17.75873480685218,273893.38558753824,1.0,1.0,1.0,1.0,1.0,1.0,400,400,400
results/train_torch_colab_reversed_answer_6digit_seed0.json,torch,colab_reversed_answer_6digit_seed0,colab_reversed_answer_6digit,seeded,0,cuda,4752399,256,22,6,7,reversed,answer_only,1000,0.38941488599994045,19.012492359149586,296226.28604448336,1.0,1.0,1.0,1.0,1.0,1.0,500,500,500
results/train_torch_colab_reversed_answer_6digit_seed1.json,torch,colab_reversed_answer_6digit_seed1,colab_reversed_answer_6digit,seeded,1,cuda,4752399,256,22,6,7,reversed,answer_only,1000,0.39908171399838466,18.977966253525437,296765.2025913879,1.0,1.0,1.0,1.0,1.0,1.0,500,600,600
results/train_torch_colab_reversed_answer_6digit_seed2.json,torch,colab_reversed_answer_6digit_seed2,colab_reversed_answer_6digit,seeded,2,cuda,4752399,256,22,6,7,reversed,answer_only,1000,0.3985488449998229,18.92057652517353,297665.34822587,1.0,1.0,1.0,1.0,1.0,1.0,500,500,600
results/train_torch_colab_sweep_5digit_seed0.json,torch,colab_sweep_5digit_seed0,colab_sweep_5digit,seeded,0,cuda,4751631,256,19,5,6,normal,full_sequence,1000,0.38262316300006205,17.419354059389548,279229.6421220143,0.006,0.006,0.012,0.012,0.0215,0.0215,,,
results/train_torch_colab_sweep_5digit_seed1.json,torch,colab_sweep_5digit_seed1,colab_sweep_5digit,seeded,1,cuda,4751631,256,19,5,6,normal,full_sequence,1000,0.38726880899957905,17.497275443658705,277986.13650805806,0.0205,0.0205,0.015,0.015,0.004,0.004,,,
results/train_torch_colab_sweep_5digit_seed2.json,torch,colab_sweep_5digit_seed2,colab_sweep_5digit,seeded,2,cuda,4751631,256,19,5,6,normal,full_sequence,1000,0.3872490280009515,17.467101304829345,278466.35312381166,0.013,0.013,0.005,0.005,0.02,0.02,,,
results/train_torch_colab_sweep_6digit_seed0.json,torch,colab_sweep_6digit_seed0,colab_sweep_6digit,seeded,0,cuda,4752399,256,22,6,7,normal,full_sequence,1000,0.3955634629992346,18.951622683093508,297177.7189836221,0.0,0.0,0.0,0.0,0.0,0.0,,,
results/train_torch_colab_sweep_6digit_seed1.json,torch,colab_sweep_6digit_seed1,colab_sweep_6digit,seeded,1,cuda,4752399,256,22,6,7,normal,full_sequence,1000,0.3886753900005715,18.914856925524877,297755.358244335,0.0005,0.0005,0.0025,0.0025,0.0015,0.0015,,,
results/train_torch_colab_sweep_6digit_seed2.json,torch,colab_sweep_6digit_seed2,colab_sweep_6digit,seeded,2,cuda,4752399,256,22,6,7,normal,full_sequence,1000,0.38830301000052714,18.92572131386977,297584.4305533852,0.001,0.001,0.001,0.001,0.0,0.0,,,
